"successor, 2-pass, microset", "worst_case 0.500", 16, 2.1559000015e-08
"successor, recursive", "worst_case 1.000", 16, 4.6086311340e-08
"successor, 2-pass", "worst_case 1.000", 16, 4.0185451508e-08
"successor, 2-pass, checked", "worst_case 1.000", 16, 4.3058395386e-08
"successor, halving", "worst_case 1.000", 16, 2.4938583374e-08
"quick find", "worst_case 1.000", 16, 2.9802322388e-08
"union find", "worst_case 1.000", 16, 3.5333633423e-08
"quick find, microset", "worst_case 1.000", 16, 2.6977062225e-08
"union find, microset", "worst_case 1.000", 16, 2.7370452881e-08
"successor, 2-pass, microset", "worst_case 1.000", 16, 2.6869773865e-08
"successor, recursive", "worst_case 2.000", 16, 7.6913833618e-08
"successor, 2-pass", "worst_case 2.000", 16, 5.3548812866e-08
"successor, 2-pass, checked", "worst_case 2.000", 16, 5.6600570679e-08
"successor, halving", "worst_case 2.000", 16, 4.0650367737e-08
"quick find", "worst_case 2.000", 16, 4.0197372437e-08
"union find", "worst_case 2.000", 16, 4.7779083252e-08
"quick find, microset", "worst_case 2.000", 16, 3.5476684570e-08
"union find, microset", "worst_case 2.000", 16, 3.5858154297e-08
"successor, 2-pass, microset", "worst_case 2.000", 16, 3.7217140198e-08
"successor, recursive", "worst_case 4.000", 16, 1.1281967163e-07
"successor, 2-pass", "worst_case 4.000", 16, 8.2325935364e-08
"successor, 2-pass, checked", "worst_case 4.000", 16, 8.5878372192e-08
"successor, halving", "worst_case 4.000", 16, 6.1416625977e-08
"quick find", "worst_case 4.000", 16, 5.7935714722e-08
"union find", "worst_case 4.000", 16, 7.3862075806e-08
"quick find, microset", "worst_case 4.000", 16, 6.5374374390e-08
"union find, microset", "worst_case 4.000", 16, 6.4730644226e-08
"successor, 2-pass, microset", "worst_case 4.000", 16, 6.4086914063e-08
"successor, recursive", "worst_case 8.000", 16, 1.8858909607e-07
"successor, 2-pass", "worst_case 8.000", 16, 1.3971328735e-07
"successor, 2-pass, checked", "worst_case 8.000", 16, 1.3494491577e-07
"successor, halving", "worst_case 8.000", 16, 9.7846984863e-08
"quick find", "worst_case 8.000", 16, 8.7022781372e-08
"union find", "worst_case 8.000", 16, 1.2178421021e-07
"quick find, microset", "worst_case 8.000", 16, 1.1506080627e-07
"union find, microset", "worst_case 8.000", 16, 1.0890960693e-07
"successor, 2-pass, microset", "worst_case 8.000", 16, 1.0585784912e-07
